year,theme,qid_key,qid,qheader,qsub,socio_group,group_,response,num,denom,percent_,Quality,ObjectId
2018,Financial pressures,1,1,"In the past 12 months, did any member of your household ever do any of the following because they were short of money?",Asked for financial help from friends or relatives for day-to-day expenses,Racial identity,Non-racialized,No,638600,761000,83.9,Good,669
2021,Financial pressures,2,2,"In the past 12 months, did any member of your household ever do any of the following because they were short of money?",Take on debt or sell an asset for day-to-day expenses,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",No,180300,199500,90.4,Good,670
2021,Financial pressures,1,1,"In the past 12 months, did any member of your household ever do any of the following because they were short of money?",Asked for financial help from friends or relatives for day-to-day expenses,Racial identity,Non-racialized,No,670400,765000,87.6,Good,671
2018,Financial pressures,2,2,"In the past 12 months, did any member of your household ever do any of the following because they were short of money?",Take on debt or sell an asset for day-to-day expenses,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",No,166900,200400,83.3,Good,672
2021,Financial pressures,1,1,"In the past 12 months, did any member of your household ever do any of the following because they were short of money?",Asked for financial help from friends or relatives for day-to-day expenses,Overall,Total,No,946400,1093500,86.5,Good,673
2021,Financial pressures,2,2,"In the past 12 months, did any member of your household ever do any of the following because they were short of money?",Take on debt or sell an asset for day-to-day expenses,Education,University certificate,No,393400,423000,93,Good,674
2018,Financial pressures,1,1,"In the past 12 months, did any member of your household ever do any of the following because they were short of money?",Asked for financial help from friends or relatives for day-to-day expenses,,Total,No,880300,1057400,83.3,Good,675
2018,Financial pressures,2,2,"In the past 12 months, did any member of your household ever do any of the following because they were short of money?",Take on debt or sell an asset for day-to-day expenses,Education,University certificate,No,356500,405300,88,Good,676
2021,Financial pressures,1,1,"In the past 12 months, did any member of your household ever do any of the following because they were short of money?",Asked for financial help from friends or relatives for day-to-day expenses,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",No,167600,199500,84,Good,677
2018,Financial pressures,2,2,"In the past 12 months, did any member of your household ever do any of the following because they were short of money?",Take on debt or sell an asset for day-to-day expenses,Racial identity,Racialized,No,234900,285000,82.4,Good,678
2018,Housing quality & needs,58,52,Why does your dwelling not have all the adaptations your household needs?,Not enough time yet,Sex,Female,No,17000,21100,80.6,Good,679
2018,Financial pressures,1,1,"In the past 12 months, did any member of your household ever do any of the following because they were short of money?",Asked for financial help from friends or relatives for day-to-day expenses,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",No,159700,200400,79.7,Good,680
2018,Housing quality & needs,58,52,Why does your dwelling not have all the adaptations your household needs?,Not enough time yet,Sexual orientation,Heterosexual,No,10200,12700,80.3,Good,681
2021,Financial pressures,2,2,"In the past 12 months, did any member of your household ever do any of the following because they were short of money?",Take on debt or sell an asset for day-to-day expenses,Racial identity,Racialized,No,296800,327000,90.8,Good,682
2018,Housing quality & needs,58,52,Why does your dwelling not have all the adaptations your household needs?,Not enough time yet,Education,High school diploma or a equivalency certificate,No,5600,8600,65.1,Good,683
2021,Financial pressures,1,1,"In the past 12 months, did any member of your household ever do any of the following because they were short of money?",Asked for financial help from friends or relatives for day-to-day expenses,Education,University certificate,No,382900,423000,90.5,Good,684
2018,Housing quality & needs,53,47,"Does any member of your household have a physical or mental disability, condition or illness that makes it necessary to have adaptations to your dwelling?",,Sex,Female,Yes,43300,532200,8.1,Good,685
2018,Housing quality & needs,58,52,Why does your dwelling not have all the adaptations your household needs?,Not enough time yet,Sex,Male,No,16300,20100,81.1,Good,686
2018,Financial pressures,1,1,"In the past 12 months, did any member of your household ever do any of the following because they were short of money?",Asked for financial help from friends or relatives for day-to-day expenses,Education,University certificate,No,357100,405300,88.1,Good,687
2018,Housing quality & needs,53,47,"Does any member of your household have a physical or mental disability, condition or illness that makes it necessary to have adaptations to your dwelling?",,Sexual orientation,Heterosexual,Yes,29900,388600,7.7,Good,688
2018,Housing quality & needs,58,52,Why does your dwelling not have all the adaptations your household needs?,Not enough time yet,Racial identity,Non-racialized,No,20100,27900,72,Good,689
2018,Financial pressures,1,1,"In the past 12 months, did any member of your household ever do any of the following because they were short of money?",Asked for financial help from friends or relatives for day-to-day expenses,Racial identity,Racialized,No,233000,285000,81.8,Good,690
2018,Housing quality & needs,53,47,"Does any member of your household have a physical or mental disability, condition or illness that makes it necessary to have adaptations to your dwelling?",,Education,High school diploma or a equivalency certificate,Yes,17100,187600,9.1,Good,691
2018,Housing quality & needs,58,52,Why does your dwelling not have all the adaptations your household needs?,Not enough time yet,,Total,No,33400,41300,80.9,Good,692
2018,Housing quality & needs,53,47,"Does any member of your household have a physical or mental disability, condition or illness that makes it necessary to have adaptations to your dwelling?",,Education,Less than high school diploma or its equivalent,Yes,12700,84200,15.1,Good,693
